wellID	raw_reads	filt_reads	filt_UMI	mapped_reads	pct_mapped_reads	reads_in_gene	pct_reads_in_gene	genes_detected	UMI_in_gene	MT_reads	pct_MT_reads	UMI_in_gene_per_mapped_reads
97570.3.60.0	1929011	1876158	59018	1695382	87.8893711520466	1514760	78.5257330025574	9484	40215	223369	11.5793181803277	2.3720317898857
97570.3.60.15	625808	610795	21629	538083	85.9818223179761	482615	77.1183992417822	4588	13919	83825	13.3946450819689	2.58677564613638
97570.3.60.23	2178732	2114912	69110	1852375	85.0208088351413	1677776	77.0068557468491	9942	47678	274692	12.6078239545578	2.5738848775221
97570.3.60.25	971321	948482	33699	809522	83.344424229163	723529	74.4913126925682	5890	21999	179608	18.4911119421478	2.7175296038897
97570.3.60.28	1347805	1305778	45509	1092238	81.0390089789282	985870	73.1470330372379	7936	31628	109067	8.09238282920382	2.89570588095269
97570.3.60.30	833819	811817	28184	700100	83.9629883015924	629170	75.4565377017215	5892	18671	111521	13.3749438719587	2.66690472789601
97570.3.60.32	780302	760218	25863	668403	85.6586435429064	606023	77.6642626950858	4937	16956	141594	18.145909819933	2.53679292283248
97570.3.60.3	1923750	1876867	76024	1694049	88.0587727829203	1430997	74.3845656152913	9816	44781	212537	11.0479392802301	2.64343003065437
97570.3.60.40	753363	733371	27264	652744	86.6425642026538	587330	77.9596518002433	5636	17800	83631	11.1006651181322	2.72694961577586
97570.3.60.43	1132410	1103732	39812	993269	87.7126446075427	868300	76.6770211902069	7320	25022	99235	8.76316990242129	2.51915644201118
97570.3.60.48	844530	828185	34095	763254	90.374800114604	643770	76.2263226256415	5771	19210	68639	8.12731724038291	2.51685546358093
97570.3.60.52	308442	298550	11976	246362	79.875541869397	216485	70.1892941849255	3362	7804	7325	2.37488019931576	3.1676963168021
97570.3.60.53	852717	830746	40457	734013	86.0762024008541	627610	73.5983116912399	7164	23596	149713	17.5561236640391	3.21465696111649
97570.3.60.54	521808	504723	18409	433450	83.0678016361807	389566	74.6576755716059	4397	12705	66377	12.7206812953574	2.9311339254816
97570.3.60.56	1123127	1105696	37377	1017312	90.5779050314003	800726	71.2938308821656	6089	20707	82346	7.3322035060486	2.03546208046302
97570.3.60.6	1114655	1079554	37203	915610	82.1406024897795	818929	73.4666754193796	7016	26353	143233	12.8493447665897	2.87819049595352
97570.3.60.7	605559	586974	19416	507557	83.8142220501852	463385	76.5196720135583	4909	14531	110089	18.1789427406364	2.86292968080432
97570.3.60.9	942507	912199	31085	813887	86.3543986156396	718296	76.2121444579842	6186	20540	114848	12.1855363113512	2.52369186385825
97570.3.61.11	656091	636555	20514	535020	81.5475364191744	493913	75.2822633340006	4496	15022	180516	27.5140263473678	2.80774550484094
97570.3.61.15	2410400	2377035	75698	2207757	91.5898251031919	1817659	75.4063404329412	9063	43666	136178	5.6497404403726	1.97784448197877
97570.3.61.1	1422674	1378951	44816	1168634	82.1444872498741	1057018	74.298959855931	8229	33109	155776	10.9494750369223	2.83313680758903
97570.3.61.21	1043155	1019663	36140	914924	87.7069092897596	780627	74.8331804610069	6410	22120	161465	15.4781444871785	2.4176871521569
97570.3.61.26	858017	833161	29171	734274	85.5747510885317	666798	77.7108222013809	5855	19443	97380	11.3496596890697	2.64792162053947
97570.3.61.44	595609	580115	21301	513893	86.280912761718	469326	78.7981232637163	4538	13447	92397	15.5130925759788	2.61669257997287
97570.3.61.49	513251	502164	24443	433404	84.4422971641235	386744	75.3509361839295	4792	14947	166994	32.5358981835001	3.4487452815387
97570.3.61.53	445719	434298	16256	383687	86.0820503472736	340330	76.3548515535558	3686	10194	56149	12.5972302226798	2.65685311204185
97570.3.61.54	667313	647877	23501	566669	84.9188175985856	515970	77.3213744372212	4972	15808	100977	15.1319592001015	2.78963557208882
97570.3.61.55	375231	364649	14063	316926	84.4568787946687	288263	76.8178001380758	3470	9409	67529	17.9957444436336	2.96883184087137
97570.3.61.63	378794	368592	13744	318877	84.178655830586	289294	76.3683927568565	3436	9397	64831	17.1143536254469	2.94690429225062
97570.3.61.70	821074	798951	27564	703043	85.6226535627384	634775	77.3081298147452	5486	18401	124524	15.1659518283267	2.61733635069263
97570.3.62.11	1055547	1013967	38001	854173	80.9188202613232	761201	72.1101659309343	7643	25981	108535	10.2817268613209	3.04165549601779
97570.3.62.14	1019000	994272	35485	901087	88.4285096895676	786436	77.177153720041	6219	21629	63511	6.23265335059017	2.40032316524376
97570.3.62.1	1654943	1617834	50179	1430399	86.4324669344699	1274181	76.9929562378274	7626	33497	431395	26.067063767023	2.34179414275318
97570.3.62.23	1569132	1528345	53100	1328448	84.6610143102727	1198795	76.3982030031528	8154	35659	290091	18.4872706962413	2.68426012911307
97570.3.62.24	668844	649616	23002	563215	84.20828424923	469508	70.1979125123271	5003	14214	10828	1.61878525930712	2.52372539793862
97570.3.62.26	828649	805172	27849	695047	83.8790467454728	624360	75.3487354683734	5642	18347	127195	15.3496080650988	2.6396776045361
97570.3.62.2	728293	705856	21901	608119	83.4999066423592	552089	75.8067235232087	5281	16405	108581	14.9090016069728	2.69766279297309
97570.3.62.33	2456770	2399087	80999	2175697	88.558909894214	1819011	74.0402940597193	10616	49393	149363	6.0795695896384	2.27021501615344
97570.3.62.34	863635	837413	29271	727177	84.1998774935292	636007	73.6435098725877	6017	19522	120142	13.9112712909229	2.68462836420844
97570.3.62.36	1218146	1180503	39661	1027130	84.3209976276077	918264	75.3840326134882	7520	27402	120270	9.87330721566614	2.66782198942685
97570.3.62.37	2354666	2293686	80683	2041567	86.7021689303799	1739421	73.8703722076566	10629	50344	229388	9.74193970344861	2.46594894999772
97570.3.62.3	875722	848854	27352	722641	82.5212747300946	653109	74.5812117151587	5642	19791	123452	14.0971358977442	2.73870428054871
97570.3.62.41	605536	587651	20461	507746	83.8522769069063	454316	75.0285320175176	4697	13889	85337	14.0928819217215	2.735422829525
97570.3.62.48	649160	629441	22879	560859	86.3985152776903	500655	77.124300027517	5027	14781	86889	13.384973182276	2.63542173701412
97570.3.62.5	1784808	1723721	53718	1463765	82.0118087465199	1325877	74.2860366043271	9549	42492	197211	11.0492352956765	2.90292499137498
97570.3.62.63	1225178	1198185	40451	1088175	88.8177927976502	946732	77.273009550817	6829	24767	73237	5.97760342854681	2.27601258988674
97570.3.62.8	2705380	2644143	83205	2360544	87.2501872001238	2064125	76.2935908857078	10568	54754	287694	10.6336071392694	2.31955006981442
97570.4.27.22	583377	567440	19524	490155	84.0172429536372	442512	75.8505105177503	4363	14070	104672	17.9412608295906	2.87052054962206
97570.4.27.32	296996	285188	11938	242219	81.5558138386113	218072	73.4254673747327	3498	8043	19883	6.69509980438502	3.32054875959359
97570.4.27.71	1108385	1072780	36231	957690	86.4054309608244	829416	74.8325197693992	6899	23892	93607	8.44532875757643	2.49475299940482
97570.4.28.11	790091	769930	27666	697953	88.337329201342	616438	78.0201677091774	5656	17891	80491	10.1874539024599	2.56335311976594
97570.4.28.15	643228	622332	21245	550377	85.563866014856	494983	76.9519126648125	4965	14877	98250	15.2743573524467	2.70305626870309
97570.4.28.20	917054	877461	40448	734773	80.1264522361759	651671	71.064671493917	7418	23407	137899	15.037149574399	3.18560970531035
97570.4.28.29	2050657	1973582	70957	1758541	85.754742501079	1496768	72.9893033523707	10277	45678	265631	12.9533547604623	2.59749417272614
97570.4.28.40	297955	286518	11334	243306	81.6597498940312	219412	73.6409482543994	3041	7443	25015	8.3957468068952	3.05911074942665
97570.4.28.43	1171077	1142612	36620	1040256	88.8300967621323	886092	75.6656860073436	6420	22703	175267	14.9665951183931	2.18244355235634
97570.4.29.0	877640	842927	30812	732046	83.4072651521082	665399	75.8124790251374	6472	21988	101817	11.6009754696856	3.00363638350595
97570.4.29.40	580434	561743	19499	490644	84.5306505081078	444928	76.6542267021831	4456	12889	75855	13.0687117016261	2.62695559305729
97570.4.29.47	640161	621581	22622	559309	87.3668202023352	502086	78.4276292450793	4817	14488	80831	12.6266820468707	2.59033915063051
97570.4.29.62	931677	912328	30082	845286	90.7265644640356	683005	73.3084376664717	5555	18165	103323	11.0899747440537	2.14897679601934
97570.4.29.64	1282575	1241384	43331	1121444	87.4313815913133	982761	76.6186230674519	7946	29016	123004	9.59009901775986	2.58737841568549
97570.4.30.11	1065858	1034411	34385	928851	87.1471129507416	811321	76.1203501251846	7011	23110	88143	8.26971332651985	2.48802014531932
97570.4.30.12	313617	302406	12061	261018	83.2217795616163	228744	72.9302287312949	3274	8261	35999	11.4778601134389	3.16491582955965
97570.4.30.18	828053	798504	28686	722163	87.2112526580975	644030	77.7755103217166	6229	19526	97353	11.7567211240173	2.7038217133805
97570.4.30.27	674535	650820	23019	560327	83.0687950826243	494687	73.3376519152369	5433	16450	86282	12.7913432162978	2.93578571084385
97570.4.30.42	224022	214362	9679	180431	80.5452852384445	162063	72.3472736937734	2822	6039	18586	8.29694705880063	3.34698582837761
97570.4.30.44	387411	372786	13443	326068	84.1682401084954	293646	75.7996354898236	3711	9555	47950	12.3770908093299	2.93037035219647
97570.4.30.52	283261	273557	11233	232988	82.2537888102354	214330	75.6672850357696	2840	7365	77940	27.5157991495824	3.16110700980308
97570.4.30.62	1005087	975639	33983	880499	87.6063720049502	750882	74.7102025958823	6689	21531	95614	9.51313276673604	2.4453179390323
97570.4.30.67	550244	535204	20076	471388	85.6687404030795	423213	76.9134652704133	4127	13222	127203	23.1176030990451	2.80490805875415
97570.4.30.9	435494	419537	15163	360616	82.8033013368963	326402	74.9467514891678	3728	10568	93232	21.407928640044	2.93054107416199
97570.4.31.10	584415	563412	19953	502223	85.9386828552458	446569	76.4153052905079	4865	13754	82674	14.1466449005736	2.73862407735209
97570.4.31.19	334245	319879	12100	276743	82.8000830779858	247282	73.986046190883	3337	8591	68485	20.4902247897887	3.10432422861644
97570.4.31.47	196255	188135	7897	154532	78.7374370012908	138441	70.5385239623422	2210	4992	14927	7.60479488378243	3.230398881785
97570.4.31.58	106434	102278	4767	88661	83.3037199749264	80410	75.5524507894677	1511	2932	9449	8.87735592443488	3.30697826552825
97570.4.31.59	416777	405719	23042	356028	85.4196821501016	314893	75.5503681920587	4488	12296	93608	22.4589236128591	3.45366094801532
97570.4.31.5	559481	545679	20445	490428	87.6534831418647	438578	78.3860609111847	4510	13061	109207	19.5190105135176	2.66318399438857
97570.4.31.64	317851	309490	11193	276988	87.1426144800375	251361	79.0802786974057	2793	7266	65887	20.7287355689482	2.62321833436828
97570.4.32.16	533948	518175	21311	457466	85.675889100053	411874	77.1371907473387	4417	12818	72162	13.5147312957938	2.80195686673982
97570.4.32.32	347852	339245	12639	305309	87.7708806288078	273106	78.5130964107789	2973	7702	45173	12.9862093002884	2.52269012705161
97570.4.32.35	510940	498402	19169	449411	87.9560888493616	390171	76.3613378604902	4112	11223	43126	8.44093876902395	2.49726864718487
97570.4.32.54	85852	81836	3775	69497	80.9522396205894	61185	71.2707251235882	1389	2468	2435	2.83634674503197	3.55123242729902
97570.4.32.5	539146	525364	19245	472467	87.6322744771302	418038	77.5368171374555	4314	11912	54519	10.1123074637747	2.52123428726239
97570.4.33.1	347722	339747	14164	303214	87.1965187207782	264462	76.0534709904193	2985	8354	67355	19.3707547561632	2.75514982817416
97570.4.33.36	188848	184129	7717	162719	86.1637215201437	147701	78.2112706535959	2071	4825	30956	16.3920078121326	2.96523454544337
97570.4.33.38	245989	237714	9575	202243	82.2177617198114	186254	75.7179419115789	2698	6639	24525	9.96972093642744	3.28268469118832
97570.4.33.44	276347	270025	10144	242130	87.6187447557762	208219	75.3477340696983	2340	5666	27129	9.81707341048154	2.34006525420229
97570.4.33.45	389153	380579	16014	343278	88.2119627755485	299088	76.8565466407863	3325	8750	50003	12.8491660069643	2.54895449169478
97570.4.33.48	104638	99518	5134	81965	78.3343429499726	71863	68.6797639930791	1638	3068	7424	7.09492023851999	3.74306106264869
97570.4.33.4	591739	581199	21304	537119	90.769716590468	457566	77.3256691923707	3897	12030	64458	10.8929266335375	2.23972713681698
97570.4.33.57	92457	89792	4135	79886	86.4039979678136	69257	74.907732221439	1205	2444	16971	18.3558848270069	3.05935958741206
97570.4.33.5	278547	270760	10978	238483	85.6164031174758	213828	76.7650216700595	2683	6969	57200	20.5351554302234	2.92222087108934
97570.4.33.64	824009	807852	30014	739619	89.7554990401883	638954	77.538901288736	5628	17748	70440	8.54827148155749	2.39961385524169
97570.4.34.22	664133	655021	25555	606319	91.293441247359	493388	74.2896291677759	4218	13344	51492	7.75328577971496	2.20082167967687
97570.4.34.23	451741	441286	16859	401817	88.9485142239284	355849	78.772564952126	3774	9994	44366	9.8206568968796	2.48720188543541
97570.4.34.24	158960	153219	7598	135276	85.098088817575	122469	77.0412480820684	2180	4430	7568	4.76138073870533	3.27478636269553
97570.4.34.29	255500	249556	9684	224261	87.7742567243013	198418	77.6595060357617	2271	5917	53755	21.0392269613814	2.63844359919915
97570.4.34.44	482693	468193	18463	410760	85.0975053460559	368517	76.3459290837239	3618	11057	105715	21.9008070286999	2.69183951699289
97570.4.34.54	220105	214799	8467	193079	87.7195912607342	175840	79.8878282557596	2195	5261	33049	15.0144229866307	2.7247914066263
97570.4.34.65	1682613	1646361	60304	1508653	89.6603851927135	1272615	75.6320404837884	8307	34898	176569	10.4937481556198	2.31318931523684
97570.4.35.18	319959	310846	12250	264207	82.5754117196777	239675	74.9077107634424	2954	7701	51667	16.1477968032935	2.91476001771338
97570.4.35.20	239309	229890	9553	198097	82.7810918928325	176447	73.7341892313243	2595	6089	25902	10.8236257100411	3.07374669984906
97570.4.35.26	84028	80770	4014	66202	78.7833820007879	58582	69.7154171759446	1256	2360	7765	9.24111876923964	3.56484698347482
97570.4.35.34	446918	432691	17285	379305	84.8718646757001	326915	73.1492673338715	3935	10616	62024	13.8781779204934	2.79880307404332
97570.4.35.37	446658	437313	16979	400159	89.5888556267158	337948	75.6608867090211	3751	9635	12369	2.76928893036569	2.40779290232133
97570.4.35.57	236115	231873	12185	205654	87.0992354048695	185934	78.7471128520749	2440	6621	58241	24.6663640866048	3.21948515467727
97570.4.63.20	715235	692908	25691	617813	86.3807951159549	546957	76.4741876441884	5223	15912	95611	13.3678635778036	2.57553661059253
97570.4.63.23	921491	898089	29717	786275	85.3248049522542	687360	74.5911683576073	5553	19557	236271	25.6390643741606	2.48729770118597
97570.4.63.2	1704292	1669479	73005	1494357	87.6814453486061	1292138	75.8163667620175	9138	40249	274400	16.1004124125774	2.69339923458718
97570.4.63.35	2233036	2201454	70921	2056128	92.0750495559593	1745716	78.1747907757428	8599	41585	180275	8.07366306290708	2.02249081769228
97570.4.63.41	832253	812826	28416	726950	87.3462031961416	661859	79.5249776638085	5062	18118	170428	20.4781666350499	2.49233097186877
97570.4.63.50	405613	392138	18901	323140	79.6669961244633	296523	73.1046259255203	3799	10536	113692	28.029011252977	3.26050628210683
97570.4.63.52	616672	602197	23423	539340	87.4600984072492	486551	78.8997413982404	4547	13961	109130	17.6966545916453	2.58853413431231
97570.4.63.60	935026	913842	34734	826097	88.3479866287796	731493	78.2303974470016	6196	21162	122840	13.1374952108311	2.56168464478142
97570.4.63.63	493157	480554	17941	427396	86.6660165499172	387532	78.5824177793347	3931	11287	84068	17.046424983936	2.64087637694316
97570.4.63.64	757454	737867	26311	657665	86.8272059848094	586745	77.4641012797597	5084	16548	85964	11.3492076162011	2.51617464818715
97570.4.63.71	1214504	1187663	37450	1083249	89.1900460956421	956198	78.728300331322	6493	24131	110969	9.13714824215743	2.22765033708778
97570.4.64.11	891268	868412	31358	766281	85.9760472882964	702134	78.7787306423951	5537	19990	162578	18.2413776680897	2.60870359567835
97570.4.64.14	1358920	1316273	45553	1176616	86.585006672228	1050337	77.2922532252456	8091	30336	132299	9.7356129383141	2.57824132937169
97570.4.64.16	829938	802039	27105	703727	84.791681704228	625276	75.3388902946071	5990	19181	77037	9.28211535221336	2.72563081990601
97570.4.64.39	2037575	2004223	57879	1859197	91.2439137306615	1572016	77.150116261999	7683	34518	182954	8.97917195735746	1.85660798721168
97570.4.64.40	955541	934792	36160	837864	87.6832048754731	753129	78.8152218256643	6721	23097	192557	20.1510854776788	2.75665263097591
97570.4.65.20	561325	543145	19481	472801	84.2278535784399	426994	76.0673587723731	4469	12937	86908	15.4820194794328	2.73624632773619
97570.4.65.29	1415183	1393131	43842	1244210	87.9181268660326	1117837	78.9882700993457	6160	26987	322479	22.7872776160009	2.1690068396814
97570.4.65.35	684725	659849	24762	570367	83.3013134341423	510725	74.591123432405	5418	16245	87162	12.7298662434682	2.84816618072224
97570.4.65.52	397820	385009	15566	329489	82.8254269468355	298091	74.9333112787261	3419	10048	123228	30.9758583113584	3.04957069887007
97570.4.65.58	634574	616421	22405	554850	87.4378176072618	500202	78.8260931263558	4694	13910	70482	11.1073425285526	2.50698386951428
97570.4.66.12	699161	675880	25807	584054	83.5356023227771	523880	74.9289573996795	5078	16586	99132	14.1783650656733	2.83980590835779
97570.4.66.22	1135646	1102753	36884	1005037	88.4956293509408	885388	77.9596011454097	6756	24042	107813	9.49354788358554	2.39215073673905
97570.4.66.32	968387	943711	33087	851006	87.877253803711	761688	78.6540652921669	6205	21315	130975	13.5254943397531	2.504682693189
97570.4.66.33	857386	836498	30063	751411	87.6363698558715	666403	77.7212343085154	5670	18822	97664	11.3907920973088	2.50488747170324
97570.4.66.41	454273	438704	15283	372551	82.0093024920874	333458	73.4034804642475	3994	10749	81483	17.9365641330105	2.88524255739483
97570.4.66.44	1111383	1074812	37685	926978	83.4077667012174	836223	75.2418176794854	6889	25451	151732	13.6524756324525	2.74558835269014
97570.4.66.49	565724	550929	20503	482413	85.2724122039724	429762	75.9651954553928	4114	12580	98559	17.4216090135615	2.60772408703746
97570.4.66.52	835336	809704	29500	689966	82.5944211532928	621053	74.3446872727283	5812	19720	109935	13.1607976078361	2.85811184898966
97570.4.66.56	1907960	1865591	63482	1667340	87.3884362447126	1431449	75.0249760451212	8830	39104	262331	13.7491130641522	2.34529250182926
97570.4.66.65	517240	501771	18126	436149	84.3184087314756	389946	75.3859429009304	4060	12253	106783	20.6437463359398	2.80936102111893
97570.4.66.7	2205882	2142511	70630	1912806	86.7147678932182	1692347	76.7206284673409	10153	47313	292435	13.2570795576356	2.47348659508596
97570.4.67.11	1694033	1646651	54203	1433547	84.6230639180807	1316853	77.734476276071	8579	36793	197857	11.6796476727621	2.56657089024636
97570.4.67.17	904401	870887	33865	760888	84.134140327328	680507	75.246436974545	6888	22673	117244	12.9641422740801	2.97980780351379
97570.4.67.27	702720	682631	31332	584546	83.1847503373537	530129	75.4410947395306	5737	18304	211137	30.0460907409274	3.13131900654525
97570.4.67.46	724622	705083	33256	603465	83.279648802151	530933	73.2699203936361	6090	19552	213378	29.4467192965653	3.23995592122161
97570.4.67.51	490535	473707	17379	417851	85.1835560054679	376209	76.6946654536474	3996	11251	59726	12.1757420341299	2.69258659187127
97570.4.67.63	754956	741614	27989	665923	88.2039312929563	580319	76.865265861383	5177	16823	170962	22.6446195682025	2.52626805201202
97570.4.67.70	1067543	1041987	33485	918749	86.0623573099578	833937	78.117735792179	5622	22473	336134	31.4867383951608	2.44604347868678
97570.4.68.16	1734032	1667760	55167	1456305	83.9826721671085	1283145	73.9963083003951	9605	38955	193883	11.1807050639223	2.67492043218969
97570.4.68.22	1191897	1152968	40650	993209	83.3292772040734	893273	74.9446275673874	7534	28459	120199	10.084673904365	2.8653586505962
97570.4.68.23	1376019	1334767	43986	1186527	86.2317312479689	1054143	76.6108440046317	7633	29631	207339	15.0681428998941	2.49728830443808
97570.4.68.31	954366	934885	31600	823755	86.3135567154307	750162	78.6022404648254	5377	19806	218340	22.8782197502143	2.40435566400204
97570.4.68.33	765272	742950	26995	649449	84.8619046182188	578878	75.6407171062991	5651	18037	69894	9.13322264618368	2.77727735357203
97570.4.68.41	804752	788679	26451	692655	86.0710453977685	633794	78.7568591040469	4275	16606	256057	31.8182373221268	2.39744172784431
97570.4.68.62	599648	585056	20284	525787	87.6792257797407	466697	77.8250856510646	4418	12878	90133	15.0307658692852	2.44928079241214
97570.4.68.64	372335	357454	13538	302548	81.2536210999681	274426	73.7006699101024	3511	9539	74985	20.1384894797704	3.15288813675846
97570.4.69.13	676825	653769	21921	576948	85.2403911955705	503718	74.4207533011186	5272	15073	53905	7.96377862740918	2.61254047158496
97570.4.69.17	3989892	3884651	123918	3527142	88.4003678044804	3047246	76.3726717412224	13200	81545	383522	9.61232130283977	2.31192846786435
97570.4.69.49	1156604	1118678	46160	993931	85.9365371729685	879245	76.0207734157039	7718	27891	148315	12.8236061937206	2.80613040543056
97570.4.69.53	380205	365604	14060	308897	81.2444922133578	270505	71.1467488031522	3789	9341	40907	10.7589677931972	3.02398534139211
97570.4.69.68	727476	707440	24731	613403	84.3200434198189	557496	76.6349701292634	4923	16349	177269	24.3675839871627	2.66529508333021
97570.4.69.71	817420	794899	32196	704325	86.1623695364511	624482	76.3948804000959	5873	19834	159270	19.4845086058688	2.81602953182125
97570.4.70.14	875104	847698	28104	747192	85.3834724721754	663923	75.8680806688535	5890	19635	160779	18.3725695407221	2.62783862782257
97570.4.70.27	944665	917785	32039	800665	84.7535110282025	730992	77.3782068867554	6063	21449	153625	16.2619959910837	2.6788981658996
97570.4.70.28	1519046	1468473	46823	1281348	84.3537444905356	1156069	76.10665178147	8187	32628	182636	12.0232441548094	2.54638084267506
97570.4.70.33	398082	384298	15329	319696	80.3115808259267	283395	71.192762544861	3865	9653	45898	11.530150578955	3.01943095941144
97570.4.70.42	2621192	2542642	84899	2282012	87.0597131726167	1962842	74.8831137002555	11285	55465	190002	7.248727888921	2.4305306019425
97570.4.70.52	434948	418413	15247	345846	79.5143050163443	306712	70.5168731325239	4011	10298	64469	14.82222103155	2.97762587972681
97570.4.70.59	1236364	1208577	56164	1075926	87.0218782310107	930405	75.25155767854	7698	30207	154610	12.5052479778597	2.80753509070326
97570.4.70.63	733273	712091	23236	624850	85.2139298411234	561090	76.5184866401378	5035	15960	134919	18.3993697957832	2.55421301112267
97570.4.71.11	1151191	1109784	37991	977597	84.9221967537497	875722	76.0727720523656	7199	26266	200713	17.4355907220327	2.68679220578623
97570.4.71.28	2254320	2185901	70116	1909430	84.7002740363565	1739303	77.153448690571	10013	50306	331193	14.691302698892	2.63460823387084
97570.4.71.57	889119	859949	29605	739455	83.1692983763692	661524	74.4042026320842	5727	19253	121856	13.7056836541839	2.60367432771433
97570.4.71.64	1102470	1072762	36818	945754	85.7848953992997	833480	75.6010115700265	6496	23998	182974	16.5968319705769	2.5374463126775
97570.Neg_Ctrl.49.14	5461	4558	1829	2172	39.7777898599597	1797	32.9116464497901	473	606	200	3.66489785725548	27.9005524861878
97570.Neg_Ctrl.49.38	6305	5683	2278	3138	49.7514360072085	2610	41.3792030280939	567	752	225	3.57714848155613	23.9643084767368
97570.Neg_Ctrl.67.38	9702	8872	3542	4529	46.6792959638373	3838	39.5580937451246	810	1168	506	5.21514245084156	25.7893574740561
97570.Neg_Ctrl.67.62	9143	8506	2580	5182	56.670196325217	4583	50.1172370842797	632	884	744	8.13673810435899	17.0590505596295
97570.Pos_Ctrl.13.21	1029808	986365	34928	851529	82.6892532024817	740802	71.9369852202813	7539	25897	175356	17.0282057558597	3.04123523685042
97570.Pos_Ctrl.13.45	739235	712941	27544	612600	82.8703942503157	551174	74.5608992861249	5684	18534	152571	20.6392481395143	3.0254652301665
97570.Pos_Ctrl.40.45	693837	673118	26279	579530	83.5225324938517	517673	74.6068847515778	5517	17697	165742	23.8860522895015	3.05368143150484
97570.Pos_Ctrl.40.69	1501233	1464918	47665	1212972	80.7987791916857	1075246	71.6244928552381	7265	30291	295783	19.7027085746748	2.49725467694225
